Timestamp,Satellite 1,Satellite 2,Distance (m),Streak,Risk Score,Lat1,Lon1,Alt1,Lat2,Lon2,Alt2,Latitude,Longitude,Avg Altitude
2026-01-19 00:25:32+00:00,STARLINK-36551,STARLINK-36396,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36545,STARLINK-36538,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36545,STARLINK-36540,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36545,STARLINK-36549,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36545,STARLINK-36541,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36545,STARLINK-36526,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36545,STARLINK-36521,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36545,STARLINK-36553,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36512,STARLINK-36444,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36512,STARLINK-36547,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
2026-01-19 00:25:32+00:00,STARLINK-36512,STARLINK-36415,0.0,1,2.0,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007,-17.97503551743446,103.33469303163103,258657.46470035007
