OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1008,2019-074B,2026-01-27T22:00:01.999584,15.28629070,.0001437,53.1482,8.3860,97.2786,322.0182,0,U,44714,999,573,.30443E-1,.927767E-2,0
STARLINK-1012,2019-074F,2026-01-27T22:00:01.999584,15.30136434,.0001674,53.1601,8.1945,97.1762,187.1364,0,U,44718,999,568,.20154E-2,.59695E-3,0
STARLINK-1017,2019-074L,2026-01-27T05:58:09.143616,15.20866931,.0001268,53.0468,2.1480,108.7073,251.4060,0,U,44723,999,34265,.18631E-2,.41587E-3,0
STARLINK-1019,2019-074M,2026-01-27T22:00:01.999584,15.68639652,.0010892,53.0513,339.8941,57.2685,139.1860,0,U,44724,999,573,.1541E-2,.182555E-2,0
STARLINK-1020,2019-074N,2026-01-27T06:49:14.916288,15.06405398,.0001319,53.0545,32.4948,91.4675,268.6465,0,U,44725,999,34222,.12423E-3,.157E-4,0
STARLINK-1031,2019-074Z,2026-01-27T22:00:01.999584,15.73936072,.0007554,53.0474,325.3039,90.4015,42.8378,0,U,44736,999,601,.1202E-2,.177472E-2,0
STARLINK-1036,2019-074AE,2026-01-27T22:00:01.999584,15.46837092,.0002495,53.0552,24.6334,82.6393,358.1314,0,U,44741,999,573,.29614E-2,.1537E-2,0
STARLINK-1039,2019-074AH,2026-01-27T07:37:13.594080,15.18036887,.000445,53.0504,44.7320,57.0130,303.1291,0,U,44744,999,34206,.29246E-2,.60458E-3,0
STARLINK-1042,2019-074AL,2026-01-27T17:45:13.880736,15.47635424,.0003697,53.0451,290.9389,75.9967,284.1451,0,U,44747,999,34372,.59139E-3,.3071E-3,0
STARLINK-1043,2019-074AM,2026-01-27T07:43:12.975744,15.50640057,.0002644,53.0527,33.6557,20.4514,339.6600,0,U,44748,999,34222,.79294E-3,.4605E-3,0
STARLINK-1046,2019-074AQ,2026-01-27T07:41:04.327872,15.39140625,.0003857,53.0561,46.9178,45.7706,314.3614,0,U,44751,999,34203,.2662E-2,.10591E-2,0
STARLINK-1047,2019-074AR,2026-01-27T03:18:17.359488,15.31553620,.00048185,53.0719,339.9684,87.7499,272.4053,0,U,44752,999,34297,.56288784E-3,.17067E-3,0
STARLINK-1048,2019-074AS,2026-01-27T22:00:01.999584,15.42819212,.0003783,53.0548,4.3187,81.6962,92.8565,0,U,44753,999,555,.32176E-2,.145503E-2,0
STARLINK-1053,2019-074AX,2026-01-27T22:00:01.999584,15.76632313,.0003107,53.0333,289.0889,124.6968,340.8675,0,U,44758,999,586,.62458E-3,.102398E-2,0
STARLINK-1060,2019-074BE,2026-01-27T22:00:01.999584,15.99328537,.0002017,53.0409,328.8565,133.7677,120.9399,0,U,44765,999,595,.90811E-3,.455963E-2,.99795E-4
STARLINK-1063,2019-074BH,2026-01-27T22:00:01.999584,15.27809594,.0001024,53.1489,48.7353,65.7314,244.2629,0,U,44768,999,563,.54774E-1,.1667072E-1,0
STARLINK-1067,2019-074BL,2026-01-27T22:00:01.999584,15.46756783,.0004976,53.0548,40.5749,63.8910,121.7175,0,U,44771,999,581,.20302E-2,.104302E-2,0
STARLINK-1068,2019-074BM,2026-01-27T22:00:01.999584,15.53517687,.0002224,53.0535,18.1211,88.7291,314.6071,0,U,44772,999,562,.2661E-2,.175452E-2,0
STARLINK-1112,2020-001M,2026-01-27T22:00:01.999584,15.81426991,.000189,53.0405,89.8204,319.7495,11.7330,0,U,44925,999,582,.1121E-2,.232528E-2,0
STARLINK-1114,2020-001P,2026-01-27T22:00:01.999584,15.43145602,.0003149,53.0525,164.0415,333.1922,85.9983,0,U,44927,999,575,.25568E-2,.116365E-2,0
STARLINK-1123,2020-001S,2026-01-27T18:53:45.657600,15.06404252,.0001451,53.0539,170.2376,74.3089,285.8060,0,U,44930,999,33368,.74955E-4,.835E-5,0
STARLINK-1144,2020-001V,2026-01-27T22:00:01.999584,15.97926372,.0007346,53.0322,60.2477,24.3229,266.3977,0,U,44933,999,605,.10395E-2,.483831E-2,.10951E-3
STARLINK-1094,2020-001AD,2026-01-27T22:00:01.999584,15.26086514,.0001258,53.1408,148.9046,84.4631,243.8631,0,U,44941,999,573,.30532E-1,.856433E-2,0
STARLINK-1122,2020-001AM,2026-01-27T22:00:01.999584,15.26077534,.0001057,53.1413,148.8928,86.8847,126.9086,0,U,44949,999,573,.30277E-1,.848488E-2,0
STARLINK-1080,2020-001AZ,2026-01-27T22:00:01.999584,15.41861499,.0005721,53.0531,122.1245,341.8602,78.1666,0,U,44961,999,565,.13213E-2,.56971E-3,0
STARLINK-1090,2020-001BG,2026-01-27T16:35:45.311424,15.06419465,.0001807,53.0557,130.6674,100.5592,259.5600,0,U,44968,999,33423,-.27557E-3,-.4386E-4,0
STARLINK-1132,2020-006A,2026-01-27T11:11:27.139776,15.37174669,.0001963,53.1590,88.5283,70.3539,289.7677,0,U,45044,999,33057,.22167642E-2,.82377E-3,0
STARLINK-1131,2020-006D,2026-01-27T22:00:01.999584,15.17191904,.0001169,53.0994,109.9757,80.3939,174.7775,0,U,45047,999,583,.39305E-1,.849625E-2,0
STARLINK-1134,2020-006E,2026-01-27T09:11:29.258592,15.37898887,.00048715,53.0359,73.9737,55.2420,304.9040,0,U,45048,999,33077,.24579209E-2,.9373E-3,0
STARLINK-1156,2020-006L,2026-01-27T22:00:01.999584,15.11161288,.0001095,53.0723,109.6153,101.2840,214.4895,0,U,45054,999,567,.69848E-1,.1283988E-1,0
STARLINK-1159,2020-006P,2026-01-27T22:00:01.999584,15.67884964,.0004538,53.0478,77.9665,328.2736,121.7232,0,U,45057,999,588,.1088E-2,.123598E-2,0
STARLINK-1166,2020-006S,2026-01-27T19:50:12.757920,15.39514209,.0001571,53.0539,106.5965,41.6001,318.5122,0,U,45060,999,33035,.21228E-2,.85173E-3,0
STARLINK-1169,2020-006T,2026-01-27T22:00:01.999584,15.12328010,.0001675,53.0785,109.5725,84.9561,74.6909,0,U,45061,999,568,.56043E-1,.1061526E-1,0
STARLINK-1171,2020-006U,2026-01-27T12:55:37.878240,15.48729649,.000618,53.0493,87.9902,251.6214,108.4122,0,U,45062,999,33059,.19103E-2,.105138E-2,0
STARLINK-1133,2020-006W,2026-01-27T13:57:39.019104,15.29342234,.0002177,53.1567,88.7377,39.5470,320.5689,0,U,45064,999,33058,.12421E-2,.35643E-3,0
STARLINK-1167,2020-006AD,2026-01-27T14:06:34.248096,15.29365961,.0001777,53.1594,88.5229,55.2601,304.8566,0,U,45071,999,33058,.48778E-3,.1375E-3,0
STARLINK-1168,2020-006AE,2026-01-27T11:12:26.377344,15.29359564,.00014574,53.1598,89.1441,89.5457,270.5710,0,U,45072,999,33056,.51647335E-4,.1135E-4,0
STARLINK-1172,2020-006AG,2026-01-27T22:00:01.999584,15.30171955,.0001312,53.1597,87.2119,73.8941,96.2001,0,U,45074,999,583,.94445E-3,.27693E-3,0
STARLINK-1153,2020-006AN,2026-01-27T10:35:53.611008,15.29357936,.00011617,53.1608,89.1201,83.4110,276.7023,0,U,45080,999,33056,.77237166E-4,.1874E-4,0
STARLINK-1151,2020-006AP,2026-01-27T12:58:10.431264,15.50425547,.0008624,53.0531,79.1600,1.4792,358.6240,0,U,45081,999,33071,.19127E-2,.111949E-2,0
STARLINK-1185,2020-006AV,2026-01-27T09:49:42.560832,15.06419137,.00013225,53.0540,71.9339,92.6138,267.5003,0,U,45087,999,33080,.68596165E-3,.9956E-4,0
STARLINK-1183,2020-006AW,2026-01-27T11:57:05.735520,15.06413937,.00017983,53.0536,71.5372,83.2745,276.8449,0,U,45088,999,33081,.76275995E-3,.11102E-3,0
STARLINK-1152,2020-006BE,2026-01-27T17:33:27.140832,15.33233035,.0004539,53.0432,38.9033,58.9780,301.1665,0,U,45096,999,33129,.10733E-2,.3475E-3,0
STARLINK-1184,2020-006BG,2026-01-27T09:58:37.252416,15.08411046,.00029189,53.0550,71.5832,19.3698,340.7402,0,U,45098,999,33080,.29123376E-2,.45827E-3,0
STARLINK-1193,2020-006BJ,2026-01-27T22:00:01.999584,15.44377957,.0001796,53.0545,65.8321,78.8540,131.7872,0,U,45100,999,573,.2989E-2,.142375E-2,0
STARLINK-1143,2020-012B,2026-01-27T22:00:01.999584,15.54365558,.0001996,53.0478,167.9547,232.5233,230.3151,0,U,45179,999,596,.19493E-2,.131692E-2,0
STARLINK-1202,2020-012F,2026-01-27T22:00:01.999584,15.29315689,.0001666,53.1548,228.5847,81.0999,223.0938,0,U,45183,999,574,.14663E-2,.42145E-3,0
STARLINK-1216,2020-012H,2026-01-27T22:00:01.999584,15.29242993,.0001782,53.1531,228.6033,107.7921,226.2061,0,U,45185,999,559,.35595E-2,.103436E-2,0
STARLINK-1225,2020-012K,2026-01-27T22:00:01.999584,15.25277460,.0001334,53.1365,229.0070,77.0281,293.7669,0,U,45187,999,583,.57094E-1,.1604151E-1,0
STARLINK-1230,2020-012M,2026-01-27T22:00:01.999584,15.24179199,.0001323,53.1318,229.0412,73.9040,259.2357,0,U,45189,999,573,.63018E-1,.1696681E-1,0
STARLINK-1234,2020-012N,2026-01-27T18:36:37.130400,15.52753961,.0010931,53.0470,163.8580,174.1048,186.0092,0,U,45190,999,32950,.10857E-2,.68563E-3,0
STARLINK-1269,2020-012V,2026-01-27T22:00:01.999584,15.25005935,.000141,53.1359,228.9123,75.7480,267.8905,0,U,45197,999,562,.54319E-1,.1504605E-1,0
STARLINK-1154,2020-012W,2026-01-27T05:26:11.810112,15.39333328,.0002494,53.0512,206.8147,124.0188,236.1053,0,U,45198,999,32889,.61077E-3,.23881E-3,0
STARLINK-1199,2020-012Z,2026-01-27T12:47:31.339968,15.06404543,.00016086,53.0533,211.3768,83.2522,276.8650,0,U,45201,999,32891,-.45618381E-4,-.961E-5,0
STARLINK-1209,2020-012AE,2026-01-27T18:52:25.589856,15.43284825,.001477,53.0471,168.9017,153.7812,206.3944,0,U,45206,999,32858,.12836E-2,.5825E-3,0
STARLINK-1210,2020-012AF,2026-01-27T22:00:01.999584,15.86613833,.000796,53.0177,109.2288,342.6438,209.2230,0,U,45207,999,592,.87616E-3,.232951E-2,0
STARLINK-1231,2020-012AL,2026-01-27T12:01:28.269696,15.17842716,.00017268,53.0487,204.4451,134.8125,225.3010,0,U,45212,999,32896,.25269669E-2,.51833E-3,0
STARLINK-1271,2020-012AR,2026-01-26T12:33:11.752416,15.06393445,.00013826,53.0528,215.9140,96.0376,264.0771,0,U,45217,999,32876,-.16827099E-3,-.2786E-4,0
STARLINK-1191,2020-012AW,2026-01-27T22:00:01.999584,15.31000420,.0001203,53.1588,188.3791,66.4805,229.0213,0,U,45222,999,567,.22991E-2,.70102E-3,0
STARLINK-1212,2020-012AX,2026-01-27T22:00:01.999584,15.41558358,.0000688,53.0517,184.5069,285.3973,19.1146,0,U,45223,999,576,.2094E-2,.89965E-3,0
STARLINK-1215,2020-012AZ,2026-01-25T20:52:45.336288,15.29356129,.00006399,53.1592,197.1508,64.6119,295.4948,0,U,45225,999,32892,-.1475304E-3,-.461E-4,0
STARLINK-1221,2020-012BB,2026-01-27T11:19:26.941440,15.40268094,.00022571,53.0664,104.6947,236.1708,123.9081,0,U,45227,999,33035,.66821835E-3,.27002E-3,0
STARLINK-1222,2020-012BC,2026-01-27T19:34:47.278272,15.46213570,.0000659,53.0536,178.3129,92.8335,267.2746,0,U,45228,999,32929,.63962E-3,.3164E-3,0
STARLINK-1226,2020-012BD,2026-01-27T22:00:01.999584,15.31007098,.000131,53.1581,188.1806,88.7421,115.1319,0,U,45229,999,568,.22885E-2,.69787E-3,0
STARLINK-1227,2020-012BE,2026-01-27T22:00:01.999584,15.27795839,.0001951,53.1455,188.4723,85.9951,338.1506,0,U,45230,999,568,.42526E-1,.1280971E-1,0
STARLINK-1246,2020-012BK,2026-01-27T22:00:01.999584,15.25191235,.000134,53.1361,228.5120,103.9510,221.0508,0,U,45235,999,583,.27744E-1,.760103E-2,0
STARLINK-1270,2020-012BM,2026-01-27T22:00:01.999584,15.40936659,.0001717,53.0495,181.3236,211.3547,123.9916,0,U,45237,999,583,.17048E-2,.7149E-3,0
STARLINK-1279,2020-019A,2026-01-27T01:31:06.273120,15.48761179,.0007686,53.0485,299.3951,76.5853,283.6011,0,U,45360,999,32420,.19822E-2,.109331E-2,0
STARLINK-1301,2020-019B,2026-01-27T22:00:01.999584,15.54762826,.0010216,53.0467,302.6874,70.8805,308.9454,0,U,45361,999,586,.11757E-2,.80037E-3,0
STARLINK-1262,2020-019G,2026-01-27T03:48:47.572416,15.06406098,.000141,53.0558,353.0572,102.5482,257.5665,0,U,45366,999,32347,.44804574E-3,.6399E-4,0
STARLINK-1273,2020-019H,2026-01-27T22:00:01.999584,15.32709263,.0001153,53.0638,347.9472,91.1617,101.5748,0,U,45367,999,573,.3159E-1,.110876E-1,0
STARLINK-1276,2020-019J,2026-01-27T05:13:42.415392,15.06410351,.0001609,53.0556,352.7937,89.5439,270.5734,0,U,45368,999,32348,.48418E-3,.694E-4,0
STARLINK-1277,2020-019K,2026-01-27T22:00:01.999584,15.42606510,.0000713,53.0552,346.9001,66.1821,97.7737,0,U,45369,999,573,.28418E-2,.127226E-2,0
STARLINK-1281,2020-019L,2026-01-27T14:31:01.835904,15.06397840,.0001694,53.0555,351.0565,92.9775,267.1407,0,U,45370,999,32354,.12587E-3,.1594E-4,0
STARLINK-1300,2020-019Q,2026-01-27T03:54:05.528736,15.06400126,.00016063,53.0565,353.0421,80.0619,280.0552,0,U,45374,999,32347,.12394925E-3,.1565E-4,0
STARLINK-1302,2020-019R,2026-01-27T22:00:01.999584,15.40915780,.0001194,53.0552,346.3798,107.6579,186.5784,0,U,45375,999,583,.27515E-1,.1251854E-1,0
STARLINK-1304,2020-019S,2026-01-27T22:00:01.999584,15.41897359,.000495,53.0551,343.5939,86.5478,87.3028,0,U,45376,999,575,.1327E-2,.5728E-3,0
STARLINK-1305,2020-019T,2026-01-27T03:44:17.949984,15.44902094,.00066815,53.0504,331.2397,28.5626,331.5744,0,U,45377,999,32378,.92713674E-3,.44122E-3,0
STARLINK-1319,2020-019V,2026-01-27T22:00:01.999584,15.50571088,.000649,53.0524,327.1554,56.3080,116.9378,0,U,45379,999,579,.172E-2,.100942E-2,0
STARLINK-1266,2020-019Z,2026-01-27T22:00:01.999584,15.40532969,.0001261,53.0539,326.4685,107.6381,289.5899,0,U,45383,999,568,.72772E-3,.29713E-3,0
STARLINK-1267,2020-019AA,2026-01-27T02:48:49.736448,15.42117768,.00080023,53.0560,325.2781,85.5876,274.6043,0,U,45384,999,32385,.21552027E-2,.94498E-3,0
STARLINK-1272,2020-019AC,2026-01-27T22:00:01.999584,15.47935637,.0007049,53.0490,306.0775,60.9862,340.7725,0,U,45386,999,584,.12579E-2,.66864E-3,0
STARLINK-1274,2020-019AD,2026-01-27T18:06:05.899680,15.41144663,.000987,53.0324,297.7511,96.0455,264.1674,0,U,45387,999,32429,.10812E-2,.45419E-3,0
STARLINK-1280,2020-019AE,2026-01-27T22:00:01.999584,15.56340917,.0006901,53.0502,321.4726,59.4296,187.4156,0,U,45388,999,586,.15433E-2,.111853E-2,0
STARLINK-1283,2020-019AF,2026-01-27T22:00:01.999584,15.47665656,.0012386,53.0502,306.2239,91.2904,50.0590,0,U,45389,999,594,.96533E-3,.50721E-3,0
STARLINK-1284,2020-019AG,2026-01-27T22:00:01.999584,15.44400098,.0001908,53.0546,326.0643,90.6810,132.4659,0,U,45390,999,573,.22366E-2,.106005E-2,0
STARLINK-1297,2020-019AM,2026-01-27T22:00:01.999584,15.46045220,.0001313,53.0543,326.3697,116.6109,109.3168,0,U,45395,999,573,.13492E-2,.67138E-3,0
STARLINK-1307,2020-019AP,2026-01-27T10:20:33.851040,15.45418807,.00025755,53.0575,328.1438,51.2421,308.8815,0,U,45397,999,32366,.35636337E-2,.176764E-2,0
STARLINK-1255,2020-019AR,2026-01-27T22:00:01.999584,15.44110565,.000682,53.0464,297.8217,100.1122,77.4040,0,U,45399,999,593,.13116E-2,.61062E-3,0
STARLINK-1260,2020-019AW,2026-01-27T22:00:01.999584,15.29350329,.0001869,53.1568,318.5743,100.8446,151.1391,0,U,45404,999,584,.21151E-3,.5751E-4,0
STARLINK-1263,2020-019AX,2026-01-27T22:00:01.999584,15.29356895,.0001702,53.1559,318.5921,96.1837,226.8498,0,U,45405,999,563,-.29605E-3,-.8889E-4,0
STARLINK-1265,2020-019AY,2026-01-27T22:00:01.999584,15.29381793,.0001609,53.1577,318.6631,102.3763,141.8489,0,U,45406,999,563,-.24689E-2,-.7098E-3,0
STARLINK-1278,2020-019BA,2026-01-27T19:35:51.945216,15.47292765,.000624,53.0505,327.0225,45.7941,314.3577,0,U,45408,999,32361,.20791E-2,.108918E-2,0
STARLINK-1296,2020-019BE,2026-01-27T22:00:01.999584,15.25275549,.0001584,53.1375,318.5389,91.6079,201.4127,0,U,45412,999,563,.27497E-1,.754822E-2,0
STARLINK-1298,2020-019BF,2026-01-27T22:00:01.999584,15.76560226,.0007971,53.0422,260.2967,148.5056,295.4439,0,U,45413,999,580,.81637E-3,.134323E-2,0
STARLINK-1309,2020-019BG,2026-01-27T22:00:01.999584,15.27514942,.0001344,53.0699,318.6954,115.4364,346.5600,0,U,45414,999,573,.56775E-1,.1718034E-1,0
STARLINK-1316,2020-019BH,2026-01-27T22:00:01.999584,15.29368207,.0001742,53.1573,318.6633,103.6148,260.5624,0,U,45415,999,553,-.1734E-2,-.50078E-3,0
STARLINK-1318,2020-019BJ,2026-01-27T22:00:01.999584,15.83975465,.0004687,53.0394,247.3237,186.0778,37.0449,0,U,45416,999,603,.12066E-2,.283963E-2,0
STARLINK-1286,2020-019BK,2026-01-27T03:02:09.386592,15.47698144,.0002229,53.0520,329.9446,47.2517,312.8677,0,U,45417,999,32378,.87502651E-3,.45835E-3,0
STARLINK-1308,2020-019BM,2026-01-27T22:00:01.999584,15.41165838,.0001779,53.0568,346.4393,102.4842,100.8612,0,U,45419,999,562,.19155E-1,.876224E-2,0
STARLINK-1329,2020-025A,2026-01-27T10:11:18.057120,15.47402474,.00069188,53.0541,279.9100,108.2024,251.9737,0,U,45531,999,31904,.19735566E-2,.103708E-2,0
STARLINK-1338,2020-025B,2026-01-25T16:57:01.071360,15.45890387,.00050784,53.0515,291.1053,114.8434,245.3101,0,U,45532,999,31873,.22015172E-2,.109887E-2,0
STARLINK-1350,2020-025E,2026-01-26T22:32:49.398432,15.34948769,.0001967,53.0718,229.0446,120.6826,239.4370,0,U,45535,999,31974,.46424127E-3,.15617E-3,0
STARLINK-1362,2020-025H,2026-01-27T17:32:37.682880,15.06819468,.0001534,53.0540,290.2081,89.3384,270.7781,0,U,45538,999,31892,.14676E-2,.21896E-3,0
STARLINK-1368,2020-025K,2026-01-27T22:00:01.999584,15.11857626,.0001161,53.0756,289.5746,115.3508,191.3723,0,U,45540,999,568,.31236E-2,.54149E-3,0
STARLINK-1371,2020-025M,2026-01-27T17:02:43.629216,15.41196819,.0003929,53.0542,284.2946,119.3911,240.7486,0,U,45542,999,31900,.21986E-2,.93404E-3,0
STARLINK-1372,2020-025N,2026-01-26T00:26:02.408352,15.06409002,.00015364,53.0545,298.1790,78.8291,281.2870,0,U,45543,999,31775,.94378141E-4,.1125E-4,0
STARLINK-1373,2020-025P,2026-01-26T18:15:09.690912,15.42558706,.00039344,53.0526,289.1569,128.6394,231.4964,0,U,45544,999,31885,.29928996E-2,.133934E-2,0
STARLINK-1294,2020-025W,2026-01-27T22:00:01.999584,15.82169359,.000523,53.0352,183.0930,292.9594,140.6124,0,U,45551,999,581,.13745E-2,.297701E-2,0
STARLINK-1325,2020-025Z,2026-01-27T21:23:30.418656,16.11707608,.0005163,53.0337,169.0302,278.8808,81.1642,0,U,45554,999,32064,.14118E-2,.1494483E-1,.16248E-2
STARLINK-1327,2020-025AA,2026-01-27T22:00:01.999584,15.45404235,.0003619,53.0529,262.2355,132.5434,332.0208,0,U,45555,999,588,.13739E-2,.66891E-3,0
STARLINK-1356,2020-025AK,2026-01-27T22:00:01.999584,15.38712799,.0001249,53.0541,267.1885,78.7556,0.1453,0,U,45564,999,573,.13392E-2,.51961E-3,0
STARLINK-1357,2020-025AL,2026-01-27T06:51:14.887008,15.46490688,.0005804,53.0573,237.0108,127.1986,232.9551,0,U,45565,999,31963,.24041E-2,.122768E-2,0
STARLINK-1361,2020-025AN,2026-01-27T22:00:01.999584,15.37595387,.0001698,53.0544,267.6829,102.5108,345.8619,0,U,45567,999,583,.38544E-1,.1584177E-1,0
STARLINK-1363,2020-025AP,2026-01-27T22:00:01.999584,15.64690964,.00009,53.0498,239.7275,33.1518,262.2616,0,U,45568,999,597,.14967E-2,.150108E-2,0
STARLINK-1366,2020-025AQ,2026-01-27T22:00:01.999584,15.64469599,.000058,53.0478,240.3599,78.7361,200.0446,0,U,45569,999,580,.1641E-2,.163472E-2,0
STARLINK-1376,2020-025AR,2026-01-27T16:17:55.732128,15.29352070,.0001106,53.1641,268.0477,73.7047,286.4075,0,U,45570,999,31922,-.20773E-4,-.955E-5,0
STARLINK-1320,2020-025AT,2026-01-27T22:00:01.999584,15.59453576,.0005765,53.0509,185.6475,219.6030,116.6753,0,U,45572,999,587,.21674E-2,.178241E-2,0
STARLINK-1321,2020-025AU,2026-01-26T15:18:10.594368,15.41508525,.0003591,53.0547,258.6540,121.0217,239.1140,0,U,45573,999,31896,.19359E-2,.82938E-3,0
STARLINK-1331,2020-025AZ,2026-01-27T22:00:01.999584,15.26524982,.0001227,53.0569,258.7441,89.8889,28.8314,0,U,45578,999,558,.38058E-1,.1088105E-1,0
STARLINK-1333,2020-025BB,2026-01-26T19:50:17.655936,15.29911263,.00011568,53.1601,272.2563,69.1480,290.9645,0,U,45580,999,31909,.39681614E-2,.117987E-2,0
STARLINK-1335,2020-025BC,2026-01-27T15:51:58.338432,15.06397989,.000233,53.0500,260.8006,92.6080,267.5176,0,U,45581,999,31932,.12795E-3,.1624E-4,0
STARLINK-1337,2020-025BD,2026-01-27T22:00:01.999584,15.32583817,.0001181,53.0540,258.0805,64.8427,214.6399,0,U,45582,999,573,.49168E-1,.1740602E-1,0
STARLINK-1347,2020-025BH,2026-01-27T13:00:01.146816,15.45007610,.0005008,53.0589,226.9171,138.1696,221.9694,0,U,45586,999,31978,.11218E-2,.53721E-3,0
STARLINK-1364,2020-025BL,2026-01-27T22:00:01.999584,15.38691047,.0001291,53.0670,257.5924,84.5054,64.8232,0,U,45589,999,583,.25149E-1,.1063812E-1,0
STARLINK-1365,2020-025BM,2026-01-27T22:00:01.999584,15.41198768,.0001834,53.0539,287.1674,323.7457,315.1442,0,U,45590,999,573,.34232E-2,.146668E-2,0
STARLINK-1443,2020-035D,2026-01-27T00:35:03.436512,15.06410371,.00016494,53.0540,253.6616,90.2308,269.8870,0,U,45660,999,31245,-.11865855E-3,-.2049E-4,0
STARLINK-1446,2020-035G,2026-01-27T17:13:50.922336,15.40992750,.0004674,53.0240,193.7224,134.6922,225.4463,0,U,45663,999,31335,.66619E-3,.27588E-3,0
STARLINK-1448,2020-035J,2026-01-27T22:00:01.999584,15.37643810,.0001464,53.0538,247.7175,111.5965,308.0303,0,U,45665,999,583,.35628E-1,.1480597E-1,0
STARLINK-1451,2020-035M,2026-01-27T00:26:38.135616,15.07765641,.0003216,53.0543,253.8673,120.6273,239.5034,0,U,45668,999,31245,.19110698E-2,.29379E-3,0
STARLINK-1452,2020-035N,2026-01-27T06:01:20.300160,15.37426225,.0004878,53.0335,218.1138,172.3033,187.8045,0,U,45669,999,31297,.12603E-2,.46846E-3,0
STARLINK-1453,2020-035P,2026-01-27T22:00:01.999584,15.43426574,.0006078,53.0514,208.4405,174.1883,237.5341,0,U,45670,999,577,.41351E-2,.192209E-2,0
STARLINK-1454,2020-035Q,2026-01-27T22:00:01.999584,15.40677983,.000129,53.0669,247.5488,86.6586,280.2708,0,U,45671,999,583,.23876E-1,.1079088E-1,0
STARLINK-1456,2020-035S,2026-01-27T22:00:01.999584,15.41057055,.0006701,53.0525,240.8367,143.1137,337.2719,0,U,45673,999,561,.34063E-2,.145306E-2,0
STARLINK-1457,2020-035T,2026-01-27T22:00:01.999584,15.65123557,.0000147,53.0507,224.8072,25.4033,254.2105,0,U,45674,999,596,.23373E-2,.241532E-2,0
STARLINK-1458,2020-035U,2026-01-27T22:00:01.999584,15.31032803,.0001628,53.0528,248.1685,87.5501,260.4897,0,U,45675,999,567,.50743E-1,.1708559E-1,0
STARLINK-1460,2020-035V,2026-01-26T23:15:25.268544,15.06412860,.00014405,53.0540,253.9087,84.6341,275.4812,0,U,45676,999,31240,.22256322E-3,.3036E-4,0
STARLINK-1392,2020-035W,2026-01-27T15:26:45.558240,15.06376557,.0001321,53.0489,250.8760,108.7837,251.3296,0,U,45677,999,31254,-.19946E-3,-.3249E-4,0
STARLINK-1394,2020-035Y,2026-01-27T00:00:02.000160,15.41414714,.00062186,53.0529,235.1086,139.7644,97.4785,0,U,45679,999,593,.35397491E-2,.152962E-2,0
STARLINK-1402,2020-035AE,2026-01-27T13:14:33.511200,15.37766986,.0010498,53.0488,218.3048,127.2279,232.9683,0,U,45685,999,31300,.26618E-2,.101335E-2,0
STARLINK-1404,2020-035AF,2026-01-27T22:00:01.999584,15.25802970,.0001634,53.1403,238.9746,69.4404,225.4935,0,U,45686,999,562,.37643E-1,.1065823E-1,0
STARLINK-1413,2020-035AJ,2026-01-27T22:00:01.999584,15.26332018,.0001035,53.1415,238.9135,100.4408,126.3171,0,U,45689,999,568,.5289E-1,.1526384E-1,0
STARLINK-1417,2020-035AN,2026-01-27T14:18:22.151808,15.10039809,.0007784,53.0514,240.1965,116.2012,243.9780,0,U,45693,999,31268,.178E-2,.29126E-3,0
STARLINK-1420,2020-035AQ,2026-01-27T22:00:01.999584,15.39401339,.0000873,53.0544,217.6625,93.2140,40.7737,0,U,45695,999,578,.33849E-1,.1490249E-1,0
STARLINK-1422,2020-035AR,2026-01-27T20:00:01.999008,15.22932516,.0002022,53.1264,239.1444,96.8992,77.8554,0,U,45696,999,557,.30165E-1,.773971E-2,0
STARLINK-1351,2020-035AS,2026-01-27T20:00:01.999008,15.36947914,.0001727,53.0561,217.1034,89.3784,153.4908,0,U,45697,999,567,.38263E-1,.1535783E-1,0
STARLINK-1398,2020-035AU,2026-01-27T20:00:01.999008,15.74278302,.000288,53.0411,145.3861,271.4903,205.8244,0,U,45699,999,588,.13315E-2,.199886E-2,0
STARLINK-1400,2020-035AV,2026-01-27T20:00:01.999008,15.39405971,.0001199,53.0663,217.9984,87.4299,190.0872,0,U,45700,999,581,.24963E-1,.1082521E-1,0
STARLINK-1403,2020-035AW,2026-01-27T12:56:49.110720,15.06397763,.0001452,53.0548,221.3503,86.4082,273.7073,0,U,45701,999,31294,.62436E-4,.649E-5,0
STARLINK-1407,2020-035AY,2026-01-27T20:00:01.999008,15.52664775,.0009084,53.0355,153.6900,322.7558,294.8169,0,U,45703,999,585,.25833E-2,.165136E-2,0
STARLINK-1411,2020-035BB,2026-01-27T20:05:07.944000,15.54785206,.0001138,53.0455,179.9188,300.3469,59.7429,0,U,45706,999,31355,.13092E-2,.89174E-3,0
STARLINK-1423,2020-035BF,2026-01-27T20:00:01.999008,15.40387597,.0000631,53.0706,217.6293,83.7886,84.7648,0,U,45710,999,572,.24137E-1,.1080807E-1,0
