OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-35654,2025-262AD,2026-01-27T18:51:15.184224,15.27609992,.0001746,43.0008,166.9071,274.8957,85.1695,0,U,66483,999,1265,.13128E-2,.36075E-3,0
STARLINK-35371,2025-262AE,2026-01-27T18:31:06.419712,15.27576497,.0001249,43.0006,167.6653,242.0066,118.0659,0,U,66484,999,1264,.23537E-3,.622E-4,0
STARLINK-34774,2025-263A,2026-01-26T22:00:48.133728,15.27615950,.00016426,42.9961,226.3279,282.3820,77.6848,0,U,66485,999,1251,.13284545E-2,.36516E-3,0
STARLINK-34844,2025-263B,2026-01-27T05:49:43.436640,15.27605354,.0002411,42.9962,224.4650,272.1180,87.9395,0,U,66486,999,1251,.10816E-2,.29646E-3,0
STARLINK-34733,2025-263C,2026-01-27T13:36:49.068576,15.27598762,.00010753,42.9970,222.6025,274.6669,85.4060,0,U,66487,999,1261,.11359964E-2,.31148E-3,0
STARLINK-35515,2025-263D,2026-01-27T20:10:05.608416,15.27618896,.0001344,42.9976,221.2064,256.1224,103.9478,0,U,66488,999,1265,.16838E-2,.4642E-3,0
STARLINK-35696,2025-263E,2026-01-27T14:11:58.069248,15.27606649,.0001756,42.9950,222.7780,173.0697,187.0179,0,U,66489,999,1261,.10782E-2,.29552E-3,0
STARLINK-35693,2025-263F,2026-01-27T05:55:17.266368,15.27596890,.0000866,43.0017,224.4975,279.5473,80.5280,0,U,66490,999,1256,.81939E-3,.22366E-3,0
STARLINK-35663,2025-263G,2026-01-27T19:07:23.481984,15.27620551,.0000544,42.9951,221.7388,163.6543,196.4326,0,U,66491,999,1264,.11881E-2,.32617E-3,0
STARLINK-35673,2025-263H,2026-01-27T14:08:16.390176,15.27607385,.0000866,42.9946,222.7714,276.4005,83.6748,0,U,66492,999,1261,.86871E-3,.2374E-3,0
STARLINK-35597,2025-263J,2026-01-27T19:25:54.066720,15.27605637,.0001235,42.9982,221.8409,265.0198,95.0513,0,U,66493,999,1264,.12259E-2,.33652E-3,0
STARLINK-35689,2025-263K,2026-01-27T19:36:59.841792,15.27594204,.0001279,42.9965,221.9000,270.2299,89.8406,0,U,66494,999,1264,.95064E-3,.26001E-3,0
STARLINK-35832,2025-263L,2026-01-27T14:02:43.173024,15.27598042,.0001558,43.0005,222.7372,269.1406,90.9267,0,U,66495,999,1261,.10413E-2,.28518E-3,0
STARLINK-35909,2025-263M,2026-01-26T21:20:18.263328,15.27605477,.00024027,43.0006,226.9681,261.8210,98.2369,0,U,66496,999,1250,.12175422E-2,.33421E-3,0
STARLINK-35899,2025-263N,2026-01-27T20:04:32.341152,15.27594001,.000127,42.9954,221.1701,269.0587,91.0120,0,U,66497,999,1265,.11917E-2,.3269E-3,0
STARLINK-35907,2025-263P,2026-01-27T14:34:10.467840,15.27610612,.0001737,42.9992,222.9049,263.5914,96.4740,0,U,66498,999,1261,.14849E-2,.40865E-3,0
STARLINK-35816,2025-263Q,2026-01-27T13:14:49.459776,15.27597888,.0000981,42.9957,223.3501,298.3038,61.7714,0,U,66499,999,1260,.10089E-2,.2762E-3,0
STARLINK-35894,2025-263R,2026-01-27T20:26:02.416704,15.27566996,.0002518,43.0020,224.7600,287.2144,72.8431,0,U,66500,999,1261,.11047E-2,.30249E-3,0
STARLINK-35897,2025-263S,2026-01-27T14:17:31.351200,15.27610626,.000123,43.0013,222.8162,218.4418,141.6346,0,U,66501,999,1261,.12665E-2,.34786E-3,0
STARLINK-35922,2025-263T,2026-01-27T19:27:44.714016,15.27601448,.0001456,42.9985,221.8432,266.9615,93.1070,0,U,66502,999,1264,.11791E-2,.32347E-3,0
STARLINK-35917,2025-263U,2026-01-27T12:54:28.362528,15.27618188,.00016131,42.9987,223.2391,175.5969,184.4897,0,U,66503,999,1260,.14220602E-2,.39124E-3,0
STARLINK-35916,2025-263V,2026-01-27T14:33:29.244672,15.27625822,.0001679,42.9962,226.3821,177.3911,182.6950,0,U,66504,999,1257,.15594E-2,.4296E-3,0
STARLINK-34766,2025-263W,2026-01-27T19:47:55.025952,15.27601599,.0000792,42.9975,221.0901,230.7173,129.3609,0,U,66505,999,1265,.12721E-2,.34933E-3,0
STARLINK-34765,2025-263X,2026-01-27T14:13:49.289376,15.27609854,.0001806,42.9972,222.7885,175.8950,184.1917,0,U,66506,999,1261,.11761E-2,.32273E-3,0
STARLINK-34767,2025-263Y,2026-01-27T13:05:34.492704,15.27612436,.0001099,42.9963,223.3004,284.2581,75.8149,0,U,66507,999,1260,.18278E-2,.50429E-3,0
STARLINK-35608,2025-263Z,2026-01-27T14:23:04.079328,15.27598969,.000136,42.9985,222.8392,233.1081,126.9646,0,U,66508,999,1261,.14464E-2,.39779E-3,0
STARLINK-35598,2025-263AA,2026-01-27T19:38:51.004896,15.27598556,.0001771,42.9993,221.9001,267.5364,92.5285,0,U,66509,999,1264,.13931E-2,.38294E-3,0
STARLINK-35600,2025-263AB,2026-01-27T19:33:17.755776,15.27610272,.0001508,42.9998,221.8724,265.7311,94.3368,0,U,66510,999,1264,.12181E-2,.33441E-3,0
STARLINK-35444,2025-263AC,2026-01-27T13:59:01.944096,15.27629951,.0002616,43.0004,222.7075,288.2949,71.7618,0,U,66511,999,1261,.13533E-2,.37225E-3,0
STARLINK-35366,2025-263AD,2026-01-27T12:45:13.957056,15.27622905,.00019218,42.9990,223.1842,272.5603,87.5029,0,U,66512,999,1260,.13754314E-2,.37832E-3,0
STARLINK-35692,2025-263AE,2026-01-27T12:56:20.317920,15.27581431,.0001712,42.9984,223.2438,268.9178,91.1478,0,U,66513,999,1260,.10728E-2,.29379E-3,0
STARLINK-35924,2025-265A,2026-01-26T17:07:05.137824,15.40703899,.00005189,42.9966,155.0051,268.6472,91.4325,0,U,66516,999,1069,.71254315E-3,.2958E-3,0
STARLINK-35937,2025-265B,2026-01-27T17:24:11.561184,15.27619541,.0003688,42.9905,149.7069,250.7256,109.3197,0,U,66517,999,1084,.21158E-2,.58501E-3,0
STARLINK-35962,2025-265C,2026-01-26T16:05:23.528544,15.28446997,.00052613,43.0070,155.5315,237.7759,122.2584,0,U,66518,999,1068,.17987369E-2,.5093E-3,0
STARLINK-35931,2025-265D,2026-01-27T16:47:12.079104,15.27625957,.0001849,42.9993,149.4980,280.1137,79.9506,0,U,66519,999,1084,.11822E-2,.32458E-3,0
STARLINK-35952,2025-265E,2026-01-27T20:00:01.999008,15.27540958,.0001339,42.9994,148.8691,282.4349,45.3789,0,U,66520,999,594,.25015E-2,.6914E-3,0
STARLINK-35915,2025-265F,2026-01-27T20:00:01.999008,15.27514813,.0002323,42.9990,148.7322,296.3176,88.1336,0,U,66521,999,583,.29493E-2,.8164E-3,0
STARLINK-35946,2025-265G,2026-01-27T17:07:32.502432,15.27617156,.0002644,43.0009,149.6054,250.3268,109.7299,0,U,66522,999,1084,.16536E-2,.45577E-3,0
STARLINK-35969,2025-265H,2026-01-27T16:32:23.817120,15.27629356,.0000744,42.9969,149.4186,286.8201,73.2568,0,U,66523,999,1084,.1873E-2,.51718E-3,0
STARLINK-35687,2025-265J,2026-01-27T17:20:29.793984,15.27627191,.0003353,43.0004,149.6744,234.2729,125.7811,0,U,66524,999,1084,.21175E-2,.5856E-3,0
STARLINK-35975,2025-265K,2026-01-27T20:00:01.999008,15.28377853,.0001655,42.9993,148.6559,295.1984,120.9520,0,U,66525,999,589,.25555E-2,.72506E-3,0
STARLINK-35932,2025-265L,2026-01-27T20:00:01.999008,15.28374650,.0001555,42.9993,148.6082,268.7296,166.2684,0,U,66526,999,583,.25373E-2,.71974E-3,0
STARLINK-35935,2025-265M,2026-01-27T20:00:01.999008,15.27539356,.0001226,42.9992,148.8452,277.8017,57.1073,0,U,66527,999,588,.24807E-2,.68552E-3,0
STARLINK-35928,2025-265N,2026-01-27T14:47:08.021184,15.27611286,.000091,42.9961,149.7262,263.2187,96.8561,0,U,66528,999,1083,.12525E-2,.34398E-3,0
STARLINK-35933,2025-265P,2026-01-27T17:15:54.000864,15.28445369,.0003163,42.9980,149.6579,253.0687,106.9818,0,U,66529,999,1084,.12126E-2,.3416E-3,0
STARLINK-35961,2025-265Q,2026-01-27T20:00:01.999008,15.27542337,.0001269,42.9990,148.8162,274.6847,74.3726,0,U,66530,999,594,.25134E-2,.69476E-3,0
STARLINK-35960,2025-265R,2026-01-26T01:10:57.861984,15.40722742,.00006289,42.9981,158.6174,307.5791,52.5008,0,U,66531,999,1059,.21379918E-2,.90135E-3,0
STARLINK-35914,2025-265S,2026-01-27T20:00:01.999008,15.27551479,.0001329,42.9991,148.8308,285.2837,56.6467,0,U,66532,999,588,.24569E-2,.67913E-3,0
STARLINK-35707,2025-265T,2026-01-27T20:00:01.999008,15.28366319,.0001576,42.9992,148.6825,270.1428,133.5863,0,U,66533,999,583,.18401E-2,.51969E-3,0
STARLINK-35976,2025-265U,2026-01-27T17:18:37.924128,15.27616201,.0005155,43.0031,149.6622,246.4326,113.5985,0,U,66534,999,1084,.17747E-2,.48967E-3,0
STARLINK-35514,2025-265V,2026-01-27T17:13:05.050848,15.27616307,.0004763,43.0012,149.6330,246.8886,113.1463,0,U,66535,999,1084,.19013E-2,.52501E-3,0
STARLINK-35640,2025-265W,2026-01-27T16:52:44.653440,15.27617827,.0001846,42.9955,149.5260,276.3736,83.6905,0,U,66536,999,1084,.16346E-2,.45046E-3,0
STARLINK-35582,2025-265X,2026-01-27T18:16:03.289152,15.28487791,.0001624,43.0001,149.0998,266.6023,93.4644,0,U,66537,999,1085,.18973E-2,.53809E-3,0
STARLINK-35577,2025-265Y,2026-01-27T16:36:05.229216,15.27610494,.0001885,42.9989,149.4357,257.9141,102.1499,0,U,66538,999,1084,.12342E-2,.3389E-3,0
STARLINK-35697,2025-265Z,2026-01-27T18:00:59.238432,15.27630304,.0001846,42.9965,149.0207,261.6440,98.4202,0,U,66539,999,1085,.17508E-2,.48307E-3,0
STARLINK-35818,2025-265AA,2026-01-26T17:53:43.405728,15.27608164,.00017163,43.0033,155.2352,51.5226,308.5779,0,U,66540,999,1069,.1399327E-2,.38479E-3,0
STARLINK-35796,2025-265AB,2026-01-27T20:00:01.999008,15.27541595,.0001448,42.9987,148.7792,262.7182,100.4912,0,U,66541,999,594,.25654E-2,.70932E-3,0
STARLINK-35833,2025-265AC,2026-01-27T20:00:01.999008,15.27537410,.0001399,43.0011,149.1372,280.5993,294.0384,0,U,66542,999,578,.26788E-2,.741E-3,0
STARLINK-35315,2025-265AD,2026-01-25T17:59:48.026688,15.28457389,.00033675,42.9992,160.6649,248.9849,111.0643,0,U,66543,999,1054,.16978216E-2,.48044E-3,0
STARLINK-35728,2025-265AE,2026-01-27T17:49:54.189984,15.27605504,.000155,42.9987,148.9602,268.6752,91.3922,0,U,66544,999,1085,.13139E-2,.36099E-3,0
STARLINK-35699,2025-268A,2026-01-27T13:17:20.743584,15.27592930,.0001007,42.9968,219.7974,246.1370,113.9376,0,U,66557,999,1166,.10797E-2,.29579E-3,0
STARLINK-35695,2025-268B,2026-01-27T05:21:00.027072,15.27618921,.000092,42.9996,221.6171,261.8985,98.1762,0,U,66558,999,1161,.13818E-2,.38004E-3,0
STARLINK-35419,2025-268C,2026-01-27T18:56:57.924384,15.27617246,.0001262,42.9990,218.1283,276.1590,83.9118,0,U,66559,999,1170,.14865E-2,.40918E-3,0
STARLINK-35411,2025-268D,2026-01-27T14:10:47.845056,15.27602780,.000131,42.9987,219.2169,249.5581,110.5130,0,U,66560,999,1167,.13426E-2,.36894E-3,0
STARLINK-35305,2025-268E,2026-01-27T13:59:41.510112,15.27612876,.000136,43.0002,219.1599,189.5110,170.5716,0,U,66561,999,1167,.14093E-2,.38761E-3,0
STARLINK-35579,2025-268F,2026-01-27T06:14:28.104864,15.27584832,.0001188,42.9970,221.0334,253.3062,106.7659,0,U,66562,999,1162,.11878E-2,.32573E-3,0
STARLINK-35437,2025-268G,2026-01-27T13:54:08.286912,15.27618033,.0002537,43.0018,219.1315,286.4926,73.5646,0,U,66563,999,1167,.13309E-2,.36587E-3,0
STARLINK-35358,2025-268H,2026-01-27T13:48:34.930656,15.27616052,.0000613,42.9989,219.1016,241.1669,118.9121,0,U,66564,999,1167,.11616E-2,.31876E-3,0
STARLINK-35893,2025-268J,2026-01-27T13:43:02.410752,15.27600949,.0000798,42.9961,219.0689,183.7914,176.2931,0,U,66565,999,1167,.10399E-2,.28482E-3,0
STARLINK-35871,2025-268K,2026-01-27T13:39:20.184768,15.27588300,.0001273,43.0003,219.0513,256.5271,103.5438,0,U,66566,999,1167,.11714E-2,.32122E-3,0
STARLINK-35825,2025-268L,2026-01-27T13:33:47.193120,15.27601385,.0003013,43.0002,219.0190,287.0643,72.9878,0,U,66567,999,1167,.14461E-2,.39777E-3,0
STARLINK-35803,2025-268M,2026-01-27T05:35:35.369664,15.27616334,.0002925,43.0051,220.8207,269.7292,90.3225,0,U,66568,999,1162,.14568E-2,.40091E-3,0
STARLINK-35835,2025-268N,2026-01-27T13:22:41.933856,15.27597191,.0001104,42.9980,218.9558,283.6852,76.3876,0,U,66569,999,1167,.10424E-2,.28548E-3,0
STARLINK-35834,2025-268P,2026-01-26T23:11:47.347872,15.27602500,.00016536,42.9958,223.1340,264.6314,95.4349,0,U,66570,999,1157,.12012741E-2,.32965E-3,0
STARLINK-35836,2025-268Q,2026-01-26T23:06:13.892256,15.27597557,.00017676,43.0007,223.1027,270.9803,89.0846,0,U,66571,999,1157,.10799575E-2,.29592E-3,0
STARLINK-35870,2025-268R,2026-01-27T13:04:25.617216,15.27575793,.0001404,42.9988,219.7299,273.5256,86.5435,0,U,66572,999,1166,.11954E-2,.32775E-3,0
STARLINK-35650,2025-268S,2026-01-27T12:58:51.811680,15.27593729,.0001702,42.9976,219.6992,267.4242,92.6414,0,U,66573,999,1166,.11753E-2,.32236E-3,0
STARLINK-35812,2025-268T,2026-01-27T19:09:56.407392,15.27599939,.0001815,43.0006,218.1955,287.4423,72.6230,0,U,66574,999,1170,.12379E-2,.3398E-3,0
STARLINK-35810,2025-268U,2026-01-27T12:47:44.418336,15.27570703,.0001643,42.9992,219.6403,264.8121,95.2543,0,U,66575,999,1166,.12673E-2,.34766E-3,0
STARLINK-35814,2025-268V,2026-01-27T14:16:21.325728,15.27625842,.000148,42.9956,219.2370,192.7952,167.2862,0,U,66576,999,1167,.13459E-2,.37013E-3,0
STARLINK-35815,2025-268W,2026-01-27T14:07:06.230784,15.27615881,.0001137,42.9993,219.1928,234.6309,125.4436,0,U,66577,999,1167,.1073E-2,.29414E-3,0
STARLINK-35743,2025-268X,2026-01-27T14:01:32.390688,15.27604088,.0002308,42.9997,219.1658,248.2619,111.7987,0,U,66578,999,1167,.1259E-2,.34571E-3,0
STARLINK-35868,2025-268Y,2026-01-27T13:55:59.273760,15.27585212,.000124,43.0022,219.1374,257.3038,102.7675,0,U,66579,999,1167,.59351E-3,.16108E-3,0
STARLINK-35872,2025-268Z,2026-01-27T13:50:26.240640,15.27602021,.0000403,43.0007,219.1071,252.1574,107.9233,0,U,66580,999,1167,.10168E-2,.27841E-3,0
STARLINK-35744,2025-268AA,2026-01-26T20:29:10.134528,15.27607744,.00005641,42.9995,223.1386,284.5826,75.4963,0,U,66581,999,1156,.11639221E-2,.31932E-3,0
STARLINK-35746,2025-268AB,2026-01-27T13:35:38.151456,15.27602687,.0003432,43.0010,219.0261,289.6257,70.4224,0,U,66582,999,1167,.14293E-2,.39311E-3,0
STARLINK-35941,2025-268AC,2026-01-27T19:46:42.412800,15.27588165,.0002163,42.9993,217.5162,276.9726,83.0880,0,U,66583,999,1171,.11026E-2,.30212E-3,0
STARLINK-35939,2025-268AD,2026-01-27T19:41:09.486816,15.27604752,.0001049,42.9968,217.4846,285.7419,74.3316,0,U,66584,999,1171,.11769E-2,.32289E-3,0
STARLINK-35963,2025-268AE,2026-01-27T19:26:34.037952,15.27590826,.0001788,42.9981,218.2768,268.3494,91.7153,0,U,66585,999,1170,.11465E-2,.31434E-3,0
STARLINK-36076,2025-270A,2026-01-27T16:49:34.622688,15.40749834,.0001098,42.9997,287.9780,272.5783,87.4948,0,U,66588,999,1143,.12961E-2,.54312E-3,0
STARLINK-35447,2025-270B,2026-01-27T20:00:01.999008,15.35358944,.000102,43.0003,287.0018,274.2492,188.2437,0,U,66589,999,594,-.68402E-1,-.2156164E-1,0
STARLINK-35429,2025-270C,2026-01-27T18:35:59.307072,15.28436141,.0000941,42.9959,287.6643,217.2636,142.8150,0,U,66590,999,1155,.10353E-2,.29097E-3,0
STARLINK-36058,2025-270D,2026-01-27T20:00:01.999008,15.28407412,.0001669,42.9991,286.9816,259.7292,209.2407,0,U,66591,999,588,-.13458E-3,-.4061E-4,0
STARLINK-36066,2025-270E,2026-01-25T17:56:04.209216,15.40769772,.00007501,42.9998,299.1136,200.8131,159.2695,0,U,66592,999,1103,.1878405E-2,.79163E-3,0
STARLINK-36031,2025-270F,2026-01-27T17:47:29.032800,15.40719173,.0010897,42.9996,287.4122,135.6408,224.5323,0,U,66593,999,1144,.1762E-2,.74204E-3,0
STARLINK-36032,2025-270G,2026-01-27T20:00:01.999008,15.27569870,.000116,42.9993,287.1102,264.4822,151.0806,0,U,66594,999,588,-.92596E-4,-.2808E-4,0
STARLINK-35711,2025-270H,2026-01-27T20:00:01.999008,15.28401385,.0001366,42.9998,286.7881,263.2907,285.8601,0,U,66595,999,593,.14083E-3,.3712E-4,0
STARLINK-35811,2025-270J,2026-01-27T20:00:01.999008,15.30079751,.0000602,43.0006,287.2675,245.4673,107.7904,0,U,66596,999,589,-.86779E-1,-.2295722E-1,0
STARLINK-35820,2025-270K,2026-01-27T20:00:01.999008,15.34286055,.000185,43.0008,287.0750,259.3307,173.5775,0,U,66597,999,589,-.63354E-1,-.1919415E-1,0
STARLINK-35981,2025-270L,2026-01-27T17:40:59.598624,15.40760263,.0000432,42.9991,287.3778,286.8193,73.2616,0,U,66598,999,1129,.13954E-2,.58551E-3,0
STARLINK-35930,2025-270M,2026-01-27T20:00:01.999008,15.27549475,.0002187,42.9997,286.8712,236.3767,278.1648,0,U,66599,999,594,.54829E-3,.14842E-3,0
STARLINK-35980,2025-270N,2026-01-27T20:00:01.999008,15.27579877,.0001292,42.9999,287.2129,267.0335,106.0478,0,U,66600,999,588,.80813E-5,-.4E-6,0
STARLINK-35978,2025-270P,2026-01-26T18:33:36.330624,15.40741640,.00016532,43.0017,293.0460,239.1793,120.8901,0,U,66601,999,1113,.16390515E-2,.6888E-3,0
STARLINK-36050,2025-270Q,2026-01-27T20:00:01.999008,15.28951781,.0001137,43.0007,287.2470,232.0845,128.7181,0,U,66602,999,584,-.3142E-1,-.832448E-2,0
STARLINK-36048,2025-270R,2026-01-27T17:44:13.553664,15.40841828,.0003116,42.9957,287.3939,285.0880,74.9632,0,U,66603,999,1134,.20197E-2,.85426E-3,0
STARLINK-35977,2025-270S,2026-01-27T17:37:45.956352,15.40758344,.0004383,43.0002,287.3584,296.8200,63.2208,0,U,66604,999,1144,.13141E-2,.55105E-3,0
STARLINK-36052,2025-270T,2026-01-27T20:00:01.999008,15.30078016,.0001355,42.9990,287.0447,256.2804,186.2096,0,U,66605,999,588,-.62161E-1,-.1673208E-1,0
STARLINK-36063,2025-270U,2026-01-27T20:00:01.999008,15.28410296,.0001367,42.9998,286.7738,250.5784,303.3118,0,U,66606,999,557,.21059E-3,.5684E-4,0
STARLINK-35993,2025-270V,2026-01-27T20:00:01.999008,15.28406411,.0001332,42.9991,287.0370,256.6531,188.3198,0,U,66607,999,594,.37061E-4,.782E-5,0
STARLINK-36036,2025-270W,2026-01-27T20:00:01.999008,15.27800814,.0000813,43.0000,286.6819,259.5800,332.7385,0,U,66608,999,594,-.16463E-1,-.430764E-2,0
STARLINK-36034,2025-270X,2026-01-27T20:00:01.999008,15.27572378,.0001646,43.0007,287.2902,264.7853,72.9393,0,U,66609,999,574,.25321E-4,.434E-5,0
STARLINK-35680,2025-270Y,2026-01-27T20:00:01.999008,15.27528651,.0001653,42.9992,286.9215,248.4851,244.8469,0,U,66610,999,583,.268E-3,.7108E-4,0
STARLINK-35583,2025-270Z,2026-01-27T20:00:01.999008,15.27585432,.0001771,42.9997,286.8175,290.7889,244.9584,0,U,66611,999,583,.29521E-3,.7871E-4,0
STARLINK-36039,2025-270AA,2026-01-25T17:52:50.508192,15.40748054,.00016118,43.0001,299.0914,154.6515,205.4421,0,U,66612,999,1113,.15049547E-2,.63186E-3,0
STARLINK-36037,2025-270AB,2026-01-27T20:00:01.999008,15.34151832,.0001219,43.0004,287.0418,271.3515,172.9302,0,U,66613,999,594,-.71164E-1,-.2157677E-1,0
STARLINK-36040,2025-270AC,2026-01-27T20:00:01.999008,15.27544211,.0001632,43.0003,287.2615,276.4506,75.4367,0,U,66614,999,588,.45496E-3,.12265E-3,0
STARLINK-35988,2025-270AD,2026-01-27T10:03:57.922560,15.40632894,.00031605,43.0009,289.2926,12.1280,347.9652,0,U,66615,999,1123,.13870668E-2,.57955E-3,0
STARLINK-35391,2025-270AE,2026-01-27T20:00:01.999008,15.27576024,.0001258,42.9995,287.1582,263.4926,130.8140,0,U,66616,999,588,-.82417E-4,-.2529E-4,0
STARLINK-35940,2025-271A,2026-01-27T16:04:21.630720,15.39519995,.0001747,53.1581,330.6696,185.3988,174.6998,0,U,66617,999,1128,.24659E-2,.99201E-3,0
STARLINK-35970,2025-271B,2026-01-27T20:00:01.999008,15.30164641,.0001871,53.1600,329.4093,101.2542,325.8923,0,U,66618,999,573,.1596E-2,.47158E-3,0
STARLINK-35951,2025-271C,2026-01-27T12:54:32.316192,15.30232055,.0002211,53.1584,331.2616,55.4960,304.6249,0,U,66619,999,1126,.19106E-2,.56717E-3,0
STARLINK-35936,2025-271D,2026-01-27T13:09:45.266976,15.30225935,.0001581,53.1593,331.3289,71.6754,288.4418,0,U,66620,999,1126,.13165E-2,.38868E-3,0
STARLINK-35847,2025-271E,2026-01-27T19:13:48.364608,15.30229916,.0002145,53.1576,330.0546,88.1064,272.0183,0,U,66621,999,1130,.14463E-2,.42763E-3,0
STARLINK-35950,2025-271F,2026-01-27T20:00:01.999008,15.30158838,.0000973,53.1585,329.8670,108.8850,91.4319,0,U,66622,999,593,.16479E-2,.48704E-3,0
STARLINK-35920,2025-271G,2026-01-27T20:31:20.805024,15.39693129,.0000751,53.1598,329.6919,118.2276,241.8805,0,U,66623,999,1131,.18381E-2,.74018E-3,0
STARLINK-35927,2025-271H,2026-01-26T03:07:26.844384,15.39665619,.00016377,53.1605,337.4101,218.8982,141.1905,0,U,66624,999,1105,.14383369E-2,.57656E-3,0
STARLINK-35929,2025-271J,2026-01-27T02:56:21.752736,15.39636836,.00016847,53.1594,332.9374,48.9811,311.1340,0,U,66625,999,1120,.14088009E-2,.56401E-3,0
STARLINK-35902,2025-271K,2026-01-27T20:00:01.999008,15.30164973,.0001146,53.1579,329.9814,105.6943,36.4449,0,U,66626,999,588,.16077E-2,.4751E-3,0
STARLINK-35904,2025-271L,2026-01-27T20:00:01.999008,15.30997097,.0001193,53.1585,329.8183,99.3192,125.1321,0,U,66627,999,588,.16466E-2,.49962E-3,0
STARLINK-35862,2025-271M,2026-01-27T20:26:35.068992,15.30237123,.000156,53.1593,329.6635,89.1227,270.9952,0,U,66628,999,1131,.15389E-2,.4555E-3,0
STARLINK-35949,2025-271P,2026-01-27T20:00:01.999008,15.30164480,.0001138,53.1606,329.5640,113.5163,238.0139,0,U,66630,999,588,.17544E-2,.51908E-3,0
STARLINK-35965,2025-271Q,2026-01-27T20:00:01.999008,15.30213734,.000082,53.1602,329.4607,74.4311,329.3409,0,U,66631,999,588,.24695E-2,.73539E-3,0
STARLINK-35973,2025-271R,2026-01-27T19:04:33.508992,15.39635225,.0001199,53.1578,330.0275,80.1395,279.9745,0,U,66632,999,1126,.14802E-2,.59298E-3,0
STARLINK-35948,2025-271S,2026-01-27T20:37:33.424032,15.39649162,.0000712,53.1589,329.7165,95.8264,264.2822,0,U,66633,999,1131,.13681E-2,.54769E-3,0
STARLINK-35967,2025-271T,2026-01-27T20:30:52.305120,15.39703850,.0000898,53.1597,329.6887,77.4130,282.6975,0,U,66634,999,1127,.13494E-2,.54109E-3,0
STARLINK-35955,2025-271U,2026-01-27T20:00:01.999008,15.30995792,.000146,53.1586,329.8470,95.3442,113.8227,0,U,66635,999,588,.1673E-2,.50774E-3,0
STARLINK-35968,2025-271V,2026-01-27T20:00:01.999008,15.30138300,.0001262,53.1583,329.8990,90.5689,92.2854,0,U,66636,999,588,.15801E-2,.46644E-3,0
STARLINK-35953,2025-271W,2026-01-27T20:00:01.999008,15.30165762,.0001393,53.1595,329.7257,92.8593,177.2410,0,U,66637,999,588,.17344E-2,.5131E-3,0
STARLINK-35972,2025-271X,2026-01-26T16:00:00.999936,15.30157397,.00010847,53.1586,335.3859,88.2696,109.2205,0,U,66638,999,586,.2054228E-2,.609E-3,0
STARLINK-35908,2025-271Y,2026-01-27T20:00:01.999008,15.30163955,.0001342,53.1580,329.7816,100.0552,140.9711,0,U,66639,999,583,.16474E-2,.48698E-3,0
STARLINK-35921,2025-271Z,2026-01-27T02:55:53.213088,15.39646501,.00016588,53.1600,332.9338,46.1687,313.9455,0,U,66640,999,1120,.18713574E-2,.75262E-3,0
STARLINK-35923,2025-271AA,2026-01-27T13:17:21.122880,15.30204862,.0001352,53.1610,331.3547,91.1548,268.9608,0,U,66641,999,1126,.11542E-2,.33986E-3,0
STARLINK-35926,2025-271AB,2026-01-27T19:16:50.774016,15.30226449,.0001813,53.1602,330.0720,89.0903,271.0305,0,U,66642,999,1126,.11797E-2,.34772E-3,0
STARLINK-35918,2025-271AC,2026-01-27T20:00:01.999008,15.30156506,.000105,53.1604,329.6082,81.9371,246.3346,0,U,66643,999,583,.1916E-2,.56746E-3,0
STARLINK-35938,2025-271AD,2026-01-27T19:29:00.480768,15.30235435,.0002923,53.1602,330.1238,74.4149,285.7175,0,U,66644,999,1130,.21091E-2,.62709E-3,0
STARLINK-35867,2025-278A,2026-01-26T21:40:39.790848,15.27567180,.00012416,43.0015,350.7756,284.6597,75.4117,0,U,66791,999,881,.17313783E-2,.47671E-3,0
STARLINK-35990,2025-278B,2026-01-26T22:04:28.896096,15.27557841,.00009847,42.9992,350.0267,240.4334,119.6420,0,U,66792,999,882,.15671715E-2,.43086E-3,0
STARLINK-36051,2025-278C,2026-01-26T22:43:20.087328,15.27570889,.00013459,43.0036,350.2340,239.5931,120.4788,0,U,66793,999,882,.22198932E-2,.61317E-3,0
STARLINK-36062,2025-278D,2026-01-27T14:34:09.410304,15.27589820,.0001559,43.0032,346.5939,258.1488,101.9189,0,U,66794,999,892,.11492E-2,.31505E-3,0
STARLINK-36047,2025-278E,2026-01-26T22:41:29.334624,15.27618707,.00012404,43.0045,350.2287,280.3139,79.7573,0,U,66795,999,882,.18867285E-2,.52085E-3,0
STARLINK-35964,2025-278F,2026-01-27T20:00:01.999008,15.40628684,.0001466,42.9996,331.5974,248.1209,84.2603,0,U,66796,999,607,.18829E-2,.78979E-3,0
STARLINK-36099,2025-278G,2026-01-27T14:11:56.769792,15.27610684,.0002502,43.0077,346.4712,273.5986,86.4579,0,U,66797,999,892,.15528E-2,.42756E-3,0
STARLINK-36041,2025-278H,2026-01-26T22:56:17.215584,15.27577681,.0001683,42.9986,350.2999,190.7395,169.3421,0,U,66798,999,882,.76285227E-3,.20788E-3,0
